N, x, y 
5839, -4.161000000003236, -8.670290948189797
5840, -4.160000000003237, -8.663863710540431
5841, -4.159000000003237, -8.657429511540997
5842, -4.158000000003238, -8.650988359066433
5843, -4.157000000003238, -8.64454026099571
5844, -4.156000000003239, -8.638085225211803
5845, -4.155000000003239, -8.631623259601719
5846, -4.15400000000324, -8.62515437205646
5847, -4.1530000000032405, -8.61867857047104
5848, -4.152000000003241, -8.61219586274445
5849, -4.151000000003242, -8.605706256779678
5850, -4.150000000003242, -8.599209760483674
5851, -4.149000000003243, -8.592706381767366
5852, -4.148000000003243, -8.586196128545634
5853, -4.147000000003244, -8.579679008737315
5854, -4.146000000003244, -8.573155030265186
5855, -4.145000000003245, -8.56662420105597
5856, -4.1440000000032455, -8.560086529040298
5857, -4.143000000003246, -8.55354202215274
5858, -4.142000000003247, -8.546990688331764
5859, -4.141000000003247, -8.54043253551975
5860, -4.140000000003248, -8.533867571662975
5861, -4.139000000003248, -8.527295804711608
5862, -4.138000000003249, -8.520717242619678
5863, -4.137000000003249, -8.514131893345109
5864, -4.13600000000325, -8.50753976484968
5865, -4.1350000000032505, -8.500940865099023
5866, -4.134000000003251, -8.494335202062627
5867, -4.133000000003252, -8.48772278371383
5868, -4.132000000003252, -8.481103618029762
5869, -4.131000000003253, -8.47447771299143
5870, -4.130000000003253, -8.467845076583629
5871, -4.129000000003254, -8.461205716794964
5872, -4.128000000003254, -8.454559641617841
5873, -4.127000000003255, -8.447906859048476
5874, -4.1260000000032555, -8.441247377086853
5875, -4.125000000003256, -8.434581203736736
5876, -4.124000000003257, -8.427908347005664
5877, -4.123000000003257, -8.42122881490493
5878, -4.122000000003258, -8.414542615449582
5879, -4.121000000003258, -8.407849756658429
5880, -4.120000000003259, -8.401150246553986
5881, -4.119000000003259, -8.394444093162535
5882, -4.11800000000326, -8.38773130451405
5883, -4.1170000000032605, -8.381011888642227
5884, -4.116000000003261, -8.374285853584482
5885, -4.115000000003262, -8.367553207381906
5886, -4.114000000003262, -8.360813958079305
5887, -4.113000000003263, -8.354068113725146
5888, -4.112000000003263, -8.34731568237158
5889, -4.111000000003264, -8.34055667207442
5890, -4.110000000003264, -8.333791090893143
5891, -4.109000000003265, -8.327018946890878
5892, -4.1080000000032655, -8.320240248134384
5893, -4.107000000003266, -8.313455002694068
5894, -4.106000000003267, -8.306663218643951
5895, -4.105000000003267, -8.299864904061689
5896, -4.104000000003268, -8.293060067028534
5897, -4.103000000003268, -8.286248715629345
5898, -4.102000000003269, -8.279430857952583
5899, -4.101000000003269, -8.27260650209029
5900, -4.10000000000327, -8.26577565613808
5901, -4.0990000000032705, -8.258938328195153
5902, -4.098000000003271, -8.25209452636426
5903, -4.097000000003272, -8.245244258751717
5904, -4.096000000003272, -8.238387533467373
5905, -4.095000000003273, -8.231524358624632
5906, -4.094000000003273, -8.224654742340423
5907, -4.093000000003274, -8.217778692735198
5908, -4.092000000003274, -8.210896217932916
5909, -4.091000000003275, -8.204007326061065
5910, -4.0900000000032755, -8.197112025250618
5911, -4.089000000003276, -8.190210323636038
5912, -4.088000000003277, -8.183302229355274
5913, -4.087000000003277, -8.176387750549754
5914, -4.086000000003278, -8.169466895364375
5915, -4.085000000003278, -8.162539671947485
5916, -4.084000000003279, -8.1556060884509
5917, -4.083000000003279, -8.148666153029868
5918, -4.08200000000328, -8.141719873843071
5919, -4.0810000000032804, -8.134767259052623
5920, -4.080000000003281, -8.12780831682407
5921, -4.079000000003282, -8.12084305532635
5922, -4.078000000003282, -8.113871482731817
5923, -4.077000000003283, -8.10689360721622
5924, -4.076000000003283, -8.099909436958695
5925, -4.075000000003284, -8.092918980141766
5926, -4.074000000003284, -8.085922244951316
5927, -4.073000000003285, -8.078919239576607
5928, -4.072000000003285, -8.071909972210243
5929, -4.071000000003286, -8.06489445104819
5930, -4.0700000000032865, -8.05787268428975
5931, -4.069000000003287, -8.050844680137562
5932, -4.068000000003288, -8.043810446797574
5933, -4.067000000003288, -8.036769992479071
5934, -4.066000000003289, -8.029723325394645
5935, -4.065000000003289, -8.022670453760169
5936, -4.06400000000329, -8.015611385794834
5937, -4.06300000000329, -8.008546129721108
5938, -4.062000000003291, -8.001474693764733
5939, -4.0610000000032915, -7.994397086154715
5940, -4.060000000003292, -7.987313315123335
5941, -4.059000000003293, -7.980223388906121
5942, -4.058000000003293, -7.973127315741847
5943, -4.057000000003294, -7.966025103872524
5944, -4.056000000003294, -7.9589167615433905
5945, -4.055000000003295, -7.95180229700292
5946, -4.054000000003295, -7.944681718502779
5947, -4.053000000003296, -7.93755503429786
5948, -4.0520000000032965, -7.930422252646239
5949, -4.051000000003297, -7.9232833818091875
5950, -4.050000000003298, -7.9161384300511575
5951, -4.049000000003298, -7.90898740563979
5952, -4.048000000003299, -7.901830316845867
5953, -4.047000000003299, -7.894667171943345
5954, -4.0460000000033, -7.887497979209325
5955, -4.0450000000033, -7.88032274692406
5956, -4.044000000003301, -7.873141483370922
5957, -4.0430000000033015, -7.865954196836424
5958, -4.042000000003302, -7.85876089561019
5959, -4.041000000003303, -7.85156158798496
5960, -4.040000000003303, -7.844356282256567
5961, -4.039000000003304, -7.837144986723949
5962, -4.038000000003304, -7.8299277096891275
5963, -4.037000000003305, -7.822704459457201
5964, -4.036000000003305, -7.815475244336349
5965, -4.035000000003306, -7.808240072637796
5966, -4.0340000000033065, -7.800998952675839
5967, -4.033000000003307, -7.793751892767816
5968, -4.032000000003308, -7.786498901234096
5969, -4.031000000003308, -7.779239986398095
5970, -4.030000000003309, -7.771975156586244
5971, -4.029000000003309, -7.764704420127983
5972, -4.02800000000331, -7.757427785355775
5973, -4.02700000000331, -7.750145260605071
5974, -4.026000000003311, -7.74285685421432
5975, -4.0250000000033115, -7.7355625745249466
5976, -4.024000000003312, -7.728262429881363
5977, -4.023000000003313, -7.720956428630947
5978, -4.022000000003313, -7.7136445791240265
5979, -4.021000000003314, -7.706326889713883
5980, -4.020000000003314, -7.699003368756756
5981, -4.019000000003315, -7.691674024611811
5982, -4.018000000003315, -7.684338865641144
5983, -4.017000000003316, -7.676997900209767
5984, -4.0160000000033165, -7.66965113668561
5985, -4.015000000003317, -7.662298583439503
5986, -4.014000000003318, -7.654940248845178
5987, -4.013000000003318, -7.647576141279257
5988, -4.012000000003319, -7.6402062691212365
5989, -4.011000000003319, -7.632830640753485
5990, -4.01000000000332, -7.62544926456124
5991, -4.00900000000332, -7.618062148932596
5992, -4.008000000003321, -7.610669302258499
5993, -4.0070000000033215, -7.6032707329327245
5994, -4.006000000003322, -7.595866449351897
5995, -4.005000000003323, -7.588456459915451
5996, -4.004000000003323, -7.581040773025662
5997, -4.003000000003324, -7.573619397087581
5998, -4.002000000003324, -7.566192340509091
5999, -4.001000000003325, -7.5587596117008475
6000, -4.000000000003325, -7.55132121907631
6001, -3.999000000003326, -7.543877171051696
6002, -3.9980000000033264, -7.536427476046012
6003, -3.997000000003327, -7.528972142481012
6004, -3.9960000000033276, -7.52151117878121
6005, -3.995000000003328, -7.514044593373865
6006, -3.9940000000033287, -7.506572394688979
6007, -3.993000000003329, -7.499094591159273
6008, -3.9920000000033298, -7.491611191220206
6009, -3.9910000000033303, -7.48412220330993
6010, -3.990000000003331, -7.476627635869328
6011, -3.9890000000033314, -7.4691274973419635
6012, -3.988000000003332, -7.461621796174103
6013, -3.9870000000033325, -7.454110540814673
6014, -3.986000000003333, -7.44659373971531
6015, -3.9850000000033337, -7.439071401330293
6016, -3.984000000003334, -7.431543534116561
6017, -3.9830000000033348, -7.4240101465337105
6018, -3.9820000000033353, -7.41647124704398
6019, -3.981000000003336, -7.408926844112241
6020, -3.9800000000033364, -7.401376946205996
6021, -3.979000000003337, -7.393821561795368
6022, -3.9780000000033375, -7.386260699353076
6023, -3.977000000003338, -7.378694367354466
6024, -3.9760000000033386, -7.371122574277471
6025, -3.975000000003339, -7.363545328602593
6026, -3.9740000000033397, -7.355962638812942
6027, -3.9730000000033403, -7.348374513394187
6028, -3.972000000003341, -7.34078096083456
6029, -3.9710000000033414, -7.333181989624852
6030, -3.970000000003342, -7.3255776082584
6031, -3.9690000000033425, -7.317967825231079
6032, -3.968000000003343, -7.310352649041308
6033, -3.9670000000033436, -7.302732088190018
6034, -3.966000000003344, -7.295106151180658
6035, -3.9650000000033447, -7.28747484651919
6036, -3.9640000000033453, -7.279838182714084
6037, -3.963000000003346, -7.272196168276282
6038, -3.9620000000033464, -7.264548811719227
6039, -3.961000000003347, -7.256896121558836
6040, -3.9600000000033475, -7.249238106313499
6041, -3.959000000003348, -7.241574774504051
6042, -3.9580000000033486, -7.23390613465381
6043, -3.957000000003349, -7.226232195288497
6044, -3.9560000000033497, -7.218552964936317
6045, -3.9550000000033503, -7.2108684521278725
6046, -3.954000000003351, -7.203178665396194
6047, -3.9530000000033514, -7.195483613276741
6048, -3.952000000003352, -7.187783304307361
6049, -3.9510000000033525, -7.180077747028306
6050, -3.950000000003353, -7.172366949982214
6051, -3.9490000000033536, -7.164650921714123
6052, -3.948000000003354, -7.156929670771421
6053, -3.9470000000033547, -7.149203205703875
6054, -3.9460000000033553, -7.141471535063609
6055, -3.945000000003356, -7.133734667405101
6056, -3.9440000000033564, -7.125992611285167
6057, -3.943000000003357, -7.118245375262959
6058, -3.9420000000033575, -7.110492967899961
6059, -3.941000000003358, -7.102735397759964
6060, -3.9400000000033586, -7.094972673409078
6061, -3.939000000003359, -7.0872048034157284
6062, -3.9380000000033597, -7.079431796350608
6063, -3.9370000000033603, -7.071653660786729
6064, -3.936000000003361, -7.063870405299353
6065, -3.9350000000033614, -7.056082038466037
6066, -3.934000000003362, -7.048288568866596
6067, -3.9330000000033625, -7.040490005083084
6068, -3.932000000003363, -7.032686355699829
6069, -3.9310000000033636, -7.0248776293033846
6070, -3.930000000003364, -7.017063834482541
6071, -3.9290000000033647, -7.009244979828311
6072, -3.9280000000033652, -7.00142107393392
6073, -3.927000000003366, -6.993592125394808
6074, -3.9260000000033664, -6.985758142808624
6075, -3.925000000003367, -6.977919134775191
6076, -3.9240000000033675, -6.970075109896529
6077, -3.923000000003368, -6.96222607677684
6078, -3.9220000000033686, -6.954372044022478
6079, -3.921000000003369, -6.946513020241974
6080, -3.9200000000033697, -6.9386490140460095
6081, -3.9190000000033702, -6.930780034047412
6082, -3.918000000003371, -6.922906088861138
6083, -3.9170000000033713, -6.915027187104287
6084, -3.916000000003372, -6.9071433373960724
6085, -3.9150000000033724, -6.899254548357826
6086, -3.914000000003373, -6.8913608286129815
6087, -3.9130000000033736, -6.883462186787076
6088, -3.912000000003374, -6.875558631507738
6089, -3.9110000000033747, -6.867650171404678
6090, -3.910000000003375, -6.859736815109668
6091, -3.9090000000033758, -6.851818571256568
6092, -3.9080000000033763, -6.843895448481293
6093, -3.907000000003377, -6.83596745542179
6094, -3.9060000000033774, -6.828034600718078
6095, -3.905000000003378, -6.82009689301219
6096, -3.9040000000033785, -6.812154340948204
6097, -3.903000000003379, -6.804206953172197
6098, -3.9020000000033797, -6.796254738332272
6099, -3.90100000000338, -6.788297705078541
6100, -3.9000000000033808, -6.7803358620631045
6101, -3.8990000000033813, -6.772369217940042
6102, -3.898000000003382, -6.764397781365441
6103, -3.8970000000033824, -6.756421560997332
6104, -3.896000000003383, -6.748440565495728
6105, -3.8950000000033835, -6.7404548035225975
6106, -3.894000000003384, -6.732464283741851
6107, -3.8930000000033846, -6.724469014819351
6108, -3.892000000003385, -6.716469005422883
6109, -3.8910000000033858, -6.708464264222164
6110, -3.8900000000033863, -6.700454799888831
6111, -3.889000000003387, -6.692440621096426
6112, -3.8880000000033874, -6.684421736520398
6113, -3.887000000003388, -6.6763981548380835
6114, -3.8860000000033885, -6.6683698847287145
6115, -3.885000000003389, -6.660336934873396
6116, -3.8840000000033896, -6.6522993139551
6117, -3.88300000000339, -6.644257030658675
6118, -3.8820000000033907, -6.636210093670812
6119, -3.8810000000033913, -6.628158511680057
6120, -3.880000000003392, -6.620102293376789
6121, -3.8790000000033924, -6.612041447453226
6122, -3.878000000003393, -6.6039759826034015
6123, -3.8770000000033935, -6.5959059075231705
6124, -3.876000000003394, -6.587831230910202
6125, -3.8750000000033946, -6.579751961463953
6126, -3.874000000003395, -6.571668107885685
6127, -3.8730000000033957, -6.563579678878429
6128, -3.8720000000033963, -6.555486683147012
6129, -3.871000000003397, -6.547389129398016
6130, -3.8700000000033974, -6.539287026339783
6131, -3.869000000003398, -6.531180382682425
6132, -3.8680000000033985, -6.523069207137785
6133, -3.867000000003399, -6.514953508419449
6134, -3.8660000000033996, -6.506833295242727
6135, -3.8650000000034, -6.498708576324664
6136, -3.8640000000034007, -6.490579360384002
6137, -3.8630000000034013, -6.48244565614121
6138, -3.862000000003402, -6.474307472318436
6139, -3.8610000000034024, -6.466164817639538
6140, -3.860000000003403, -6.458017700830031
6141, -3.8590000000034035, -6.449866130617139
6142, -3.858000000003404, -6.441710115729728
6143, -3.8570000000034046, -6.433549664898331
6144, -3.856000000003405, -6.425384786855141
6145, -3.8550000000034057, -6.4172154903339775
6146, -3.8540000000034063, -6.409041784070314
6147, -3.853000000003407, -6.400863676801245
6148, -3.8520000000034074, -6.392681177265483
6149, -3.851000000003408, -6.384494294203359
6150, -3.8500000000034085, -6.376303036356802
6151, -3.849000000003409, -6.368107412469355
6152, -3.8480000000034096, -6.3599074312861275
6153, -3.84700000000341, -6.3517031015538254
6154, -3.8460000000034107, -6.343494432020729
6155, -3.8450000000034112, -6.335281431436672
6156, -3.844000000003412, -6.327064108553062
6157, -3.8430000000034124, -6.318842472122856
6158, -3.842000000003413, -6.310616530900538
6159, -3.8410000000034135, -6.302386293642139
6160, -3.840000000003414, -6.294151769105221
6161, -3.8390000000034146, -6.285912966048859
6162, -3.838000000003415, -6.277669893233642
6163, -3.8370000000034157, -6.269422559421658
6164, -3.8360000000034162, -6.261170973376498
6165, -3.835000000003417, -6.252915143863236
6166, -3.8340000000034173, -6.244655079648428
6167, -3.833000000003418, -6.236390789500112
6168, -3.8320000000034184, -6.2281222821877735
6169, -3.831000000003419, -6.2198495664823685
6170, -3.8300000000034196, -6.211572651156296
6171, -3.82900000000342, -6.203291544983407
6172, -3.8280000000034207, -6.195006256738972
6173, -3.827000000003421, -6.186716795199697
6174, -3.8260000000034218, -6.178423169143703
6175, -3.8250000000034223, -6.170125387350523
6176, -3.824000000003423, -6.1618234586010905
6177, -3.8230000000034234, -6.153517391677736
6178, -3.822000000003424, -6.145207195364184
6179, -3.8210000000034245, -6.136892878445524
6180, -3.820000000003425, -6.128574449708232
6181, -3.8190000000034257, -6.12025191794014
6182, -3.818000000003426, -6.111925291930434
6183, -3.8170000000034268, -6.103594580469659
6184, -3.8160000000034273, -6.095259792349689
6185, -3.815000000003428, -6.086920936363734
6186, -3.8140000000034284, -6.078578021306343
6187, -3.813000000003429, -6.070231055973363
6188, -3.8120000000034295, -6.061880049161961
6189, -3.81100000000343, -6.053525009670605
6190, -3.8100000000034306, -6.045165946299059
6191, -3.809000000003431, -6.036802867848366
6192, -3.8080000000034318, -6.02843578312086
6193, -3.8070000000034323, -6.020064700920136
6194, -3.806000000003433, -6.011689630051057
6195, -3.8050000000034334, -6.003310579319741
6196, -3.804000000003434, -5.9949275575335506
6197, -3.8030000000034345, -5.9865405735011
6198, -3.802000000003435, -5.97814963603222
6199, -3.8010000000034356, -5.9697547539379725
6200, -3.800000000003436, -5.961355936030647
6201, -3.7990000000034367, -5.9529531911237274
6202, -3.7980000000034373, -5.944546528031905
6203, -3.797000000003438, -5.93613595557106
6204, -3.7960000000034384, -5.927721482558271
6205, -3.795000000003439, -5.91930311781179
6206, -3.7940000000034395, -5.91088087015103
6207, -3.79300000000344, -5.902454748396578
6208, -3.7920000000034406, -5.894024761370172
6209, -3.791000000003441, -5.885590917894696
6210, -3.7900000000034417, -5.87715322679418
6211, -3.7890000000034423, -5.868711696893784
6212, -3.788000000003443, -5.860266337019786
6213, -3.7870000000034434, -5.851817155999584
6214, -3.786000000003444, -5.843364162661698
6215, -3.7850000000034445, -5.834907365835721
6216, -3.784000000003445, -5.826446774352369
6217, -3.7830000000034456, -5.817982397043428
6218, -3.782000000003446, -5.809514242741767
6219, -3.7810000000034467, -5.801042320281316
6220, -3.7800000000034473, -5.792566638497089
6221, -3.779000000003448, -5.7840872062251325
6222, -3.7780000000034484, -5.775604032302558
6223, -3.777000000003449, -5.767117125567502
6224, -3.7760000000034495, -5.758626494859143
6225, -3.77500000000345, -5.750132149017675
6226, -3.7740000000034506, -5.741634096884327
6227, -3.773000000003451, -5.733132347301318
6228, -3.7720000000034517, -5.724626909111869
6229, -3.7710000000034523, -5.716117791160209
6230, -3.770000000003453, -5.707605002291544
6231, -3.7690000000034534, -5.699088551352053
6232, -3.768000000003454, -5.690568447188897
6233, -3.7670000000034545, -5.682044698650191
6234, -3.766000000003455, -5.673517314585012
6235, -3.7650000000034556, -5.664986303843379
6236, -3.764000000003456, -5.656451675276257
6237, -3.7630000000034567, -5.647913437735533
6238, -3.7620000000034572, -5.639371600074031
6239, -3.761000000003458, -5.630826171145484
6240, -3.7600000000034584, -5.622277159804537
6241, -3.759000000003459, -5.613724574906731
6242, -3.7580000000034595, -5.605168425308515
6243, -3.75700000000346, -5.596608719867212
6244, -3.7560000000034606, -5.588045467441024
6245, -3.755000000003461, -5.57947867688903
6246, -3.7540000000034617, -5.570908357071167
6247, -3.7530000000034622, -5.562334516848231
6248, -3.752000000003463, -5.553757165081868
6249, -3.7510000000034633, -5.5451763106345595
6250, -3.750000000003464, -5.536591962369622
6251, -3.7490000000034645, -5.528004129151196
6252, -3.748000000003465, -5.51941281984424
6253, -3.7470000000034656, -5.510818043314523
6254, -3.746000000003466, -5.50221980842862
6255, -3.7450000000034667, -5.4936181240538895
6256, -3.744000000003467, -5.485012999058491
6257, -3.7430000000034678, -5.476404442311351
6258, -3.7420000000034683, -5.467792462682176
6259, -3.741000000003469, -5.4591770690414325
6260, -3.7400000000034694, -5.450558270260345
6261, -3.73900000000347, -5.441936075210889
6262, -3.7380000000034705, -5.433310492765777
6263, -3.737000000003471, -5.424681531798449
6264, -3.7360000000034717, -5.416049201183088
6265, -3.735000000003472, -5.407413509794583
6266, -3.7340000000034728, -5.398774466508534
6267, -3.7330000000034733, -5.3901320802012505
6268, -3.732000000003474, -5.38148635974973
6269, -3.7310000000034744, -5.372837314031666
6270, -3.730000000003475, -5.364184951925429
6271, -3.7290000000034755, -5.355529282310054
6272, -3.728000000003476, -5.346870314065249
6273, -3.7270000000034766, -5.338208056071384
6274, -3.726000000003477, -5.32954251720947
6275, -3.7250000000034778, -5.320873706361162
6276, -3.7240000000034783, -5.312201632408758
6277, -3.723000000003479, -5.3035263042351675
6278, -3.7220000000034794, -5.294847730723933
6279, -3.72100000000348, -5.2861659207592036
6280, -3.7200000000034805, -5.277480883225735
6281, -3.719000000003481, -5.268792627008878
6282, -3.7180000000034816, -5.2601011609945685
6283, -3.717000000003482, -5.251406494069333
6284, -3.7160000000034827, -5.242708635120264
6285, -3.7150000000034833, -5.234007593035026
6286, -3.714000000003484, -5.225303376701837
6287, -3.7130000000034844, -5.2165959950094685
6288, -3.712000000003485, -5.20788545684724
6289, -3.7110000000034855, -5.199171771105
6290, -3.710000000003486, -5.190454946673128
6291, -3.7090000000034866, -5.18173499244253
6292, -3.708000000003487, -5.173011917304619
6293, -3.7070000000034877, -5.1642857301513105
6294, -3.7060000000034883, -5.155556439875029
6295, -3.705000000003489, -5.14682405536868
6296, -3.7040000000034894, -5.1380885855256615
6297, -3.70300000000349, -5.129350039239836
6298, -3.7020000000034905, -5.120608425405544
6299, -3.701000000003491, -5.11186375291758
6300, -3.7000000000034916, -5.103116030671196
6301, -3.699000000003492, -5.0943652675620825
6302, -3.6980000000034927, -5.085611472486382
6303, -3.6970000000034933, -5.07685465434065
6304, -3.696000000003494, -5.068094822021875
6305, -3.6950000000034944, -5.059331984427457
6306, -3.694000000003495, -5.050566150455207
6307, -3.6930000000034955, -5.041797329003338
6308, -3.692000000003496, -5.033025528970447
6309, -3.6910000000034966, -5.024250759255524
6310, -3.690000000003497, -5.015473028757929
6311, -3.6890000000034977, -5.006692346377404
6312, -3.6880000000034983, -4.997908721014042
6313, -3.687000000003499, -4.989122161568296
6314, -3.6860000000034994, -4.980332676940968
6315, -3.6850000000035, -4.9715402760331955
6316, -3.6840000000035005, -4.962744967746452
6317, -3.683000000003501, -4.953946760982535
6318, -3.6820000000035016, -4.945145664643558
6319, -3.681000000003502, -4.9363416876319475
6320, -3.6800000000035027, -4.927534838850433
6321, -3.6790000000035032, -4.918725127202032
6322, -3.678000000003504, -4.90991256159006
6323, -3.6770000000035044, -4.901097150918098
6324, -3.676000000003505, -4.892278904090017
6325, -3.6750000000035055, -4.883457830009935
6326, -3.674000000003506, -4.8746339375822485
6327, -3.6730000000035066, -4.8658072357115785
6328, -3.672000000003507, -4.856977733302808
6329, -3.6710000000035077, -4.848145439261052
6330, -3.6700000000035082, -4.839310362491645
6331, -3.669000000003509, -4.830472511900146
6332, -3.6680000000035093, -4.821631896392333
6333, -3.66700000000351, -4.812788524874174
6334, -3.6660000000035105, -4.803942406251853
6335, -3.665000000003511, -4.7950935494317255
6336, -3.6640000000035116, -4.786241963320341
6337, -3.663000000003512, -4.777387656824426
6338, -3.6620000000035127, -4.768530638850868
6339, -3.661000000003513, -4.759670918306718
6340, -3.6600000000035138, -4.750808504099177
6341, -3.6590000000035143, -4.7419434051355935
6342, -3.658000000003515, -4.733075630323459
6343, -3.6570000000035154, -4.724205188570382
6344, -3.656000000003516, -4.715332088784111
6345, -3.6550000000035165, -4.706456339872492
6346, -3.654000000003517, -4.697577950743488
6347, -3.6530000000035177, -4.6886969303051735
6348, -3.652000000003518, -4.679813287465698
6349, -3.6510000000035188, -4.670927031133302
6350, -3.6500000000035193, -4.66203817021631
6351, -3.64900000000352, -4.653146713623109
6352, -3.6480000000035204, -4.644252670262158
6353, -3.647000000003521, -4.635356049041968
6354, -3.6460000000035215, -4.626456858871098
6355, -3.645000000003522, -4.617555108658148
6356, -3.6440000000035226, -4.60865080731175
6357, -3.643000000003523, -4.599743963740568
6358, -3.6420000000035238, -4.590834586853281
6359, -3.6410000000035243, -4.581922685558575
6360, -3.640000000003525, -4.573008268765151
6361, -3.6390000000035254, -4.564091345381695
6362, -3.638000000003526, -4.55517192431689
6363, -3.6370000000035265, -4.5462500144794
6364, -3.636000000003527, -4.537325624777859
6365, -3.6350000000035276, -4.528398764120869
6366, -3.634000000003528, -4.519469441416994
6367, -3.6330000000035287, -4.510537665574751
6368, -3.6320000000035293, -4.501603445502598
6369, -3.63100000000353, -4.492666790108933
6370, -3.6300000000035304, -4.483727708302082
6371, -3.629000000003531, -4.474786208990295
6372, -3.6280000000035315, -4.465842301081737
6373, -3.627000000003532, -4.4568959934844825
6374, -3.6260000000035326, -4.4479472951064984
6375, -3.625000000003533, -4.438996214855658
6376, -3.6240000000035337, -4.430042761639707
6377, -3.6230000000035343, -4.42108694436628
6378, -3.622000000003535, -4.412128771942875
6379, -3.6210000000035354, -4.403168253276856
6380, -3.620000000003536, -4.394205397275447
6381, -3.6190000000035365, -4.385240212845711
6382, -3.618000000003537, -4.3762727088945645
6383, -3.6170000000035376, -4.36730289432875
6384, -3.616000000003538, -4.358330778054835
6385, -3.6150000000035387, -4.349356368979214
6386, -3.6140000000035393, -4.34037967600809
6387, -3.61300000000354, -4.331400708047471
6388, -3.6120000000035404, -4.322419474003156
6389, -3.611000000003541, -4.313435982780743
6390, -3.6100000000035415, -4.30445024328561
6391, -3.609000000003542, -4.295462264422908
6392, -3.6080000000035426, -4.2864720550975575
6393, -3.607000000003543, -4.277479624214237
6394, -3.6060000000035437, -4.268484980677384
6395, -3.6050000000035443, -4.259488133391176
6396, -3.604000000003545, -4.25048909125953
6397, -3.6030000000035454, -4.241487863186099
6398, -3.602000000003546, -4.232484458074253
6399, -3.6010000000035465, -4.223478884827081
6400, -3.600000000003547, -4.214471152347386
6401, -3.5990000000035476, -4.205461269537668
6402, -3.598000000003548, -4.1964492453001245
6403, -3.5970000000035487, -4.187435088536633
6404, -3.5960000000035492, -4.17841880814876
6405, -3.59500000000355, -4.169400413037745
6406, -3.5940000000035504, -4.1603799121044815
6407, -3.593000000003551, -4.151357314249535
6408, -3.5920000000035515, -4.142332628373114
6409, -3.591000000003552, -4.133305863375068
6410, -3.5900000000035526, -4.124277028154891
6411, -3.589000000003553, -4.115246131611703
6412, -3.5880000000035537, -4.10621318264424
6413, -3.5870000000035542, -4.097178190150859
6414, -3.586000000003555, -4.088141163029522
6415, -3.5850000000035553, -4.079102110177786
6416, -3.584000000003556, -4.070061040492812
6417, -3.5830000000035565, -4.061017962871329
6418, -3.582000000003557, -4.051972886209666
6419, -3.5810000000035576, -4.042925819403702
6420, -3.580000000003558, -4.033876771348889
6421, -3.5790000000035587, -4.024825750940236
6422, -3.5780000000035592, -4.015772767072298
6423, -3.5770000000035598, -4.0067178286391725
6424, -3.5760000000035603, -3.9976609445344935
6425, -3.575000000003561, -3.9886021236514164
6426, -3.5740000000035614, -3.9795413748826203
6427, -3.573000000003562, -3.9704787071203
6428, -3.5720000000035625, -3.9614141292561484
6429, -3.571000000003563, -3.95234765018136
6430, -3.5700000000035637, -3.943279278786624
6431, -3.569000000003564, -3.9342090239621053
6432, -3.5680000000035648, -3.925136894597452
6433, -3.5670000000035653, -3.9160628995817763
6434, -3.566000000003566, -3.9069870478036557
6435, -3.5650000000035664, -3.897909348151124
6436, -3.564000000003567, -3.8888298095116554
6437, -3.5630000000035675, -3.8797484407721727
6438, -3.562000000003568, -3.8706652508190222
6439, -3.5610000000035686, -3.861580248537984
6440, -3.560000000003569, -3.8524934428142554
6441, -3.5590000000035698, -3.843404842532444
6442, -3.5580000000035703, -3.834314456576559
6443, -3.557000000003571, -3.8252222938300093
6444, -3.5560000000035714, -3.8161283631755936
6445, -3.555000000003572, -3.807032673495491
6446, -3.5540000000035725, -3.79793523367126
6447, -3.553000000003573, -3.7888360525838225
6448, -3.5520000000035736, -3.7797351391134626
6449, -3.551000000003574, -3.77063250213982
6450, -3.5500000000035747, -3.7615281505418796
6451, -3.5490000000035753, -3.752422093197968
6452, -3.548000000003576, -3.7433143389857375
6453, -3.5470000000035764, -3.734204896782171
6454, -3.546000000003577, -3.72509377546357
6455, -3.5450000000035775, -3.7159809839055447
6456, -3.544000000003578, -3.706866530983004
6457, -3.5430000000035786, -3.697750425570162
6458, -3.542000000003579, -3.6886326765405144
6459, -3.5410000000035797, -3.6795132927668432
6460, -3.5400000000035803, -3.670392283121203
6461, -3.539000000003581, -3.66126965647492
6462, -3.5380000000035814, -3.6521454216985756
6463, -3.537000000003582, -3.643019587662006
6464, -3.5360000000035825, -3.6338921632342958
6465, -3.535000000003583, -3.6247631572837653
6466, -3.5340000000035836, -3.6156325786779697
6467, -3.533000000003584, -3.6065004362836874
6468, -3.5320000000035847, -3.597366738966914
6469, -3.5310000000035853, -3.5882314955928556
6470, -3.530000000003586, -3.579094715025924
6471, -3.5290000000035864, -3.5699564061297253
6472, -3.528000000003587, -3.560816577767054
6473, -3.5270000000035875, -3.5516752387998887
6474, -3.526000000003588, -3.5425323980893757
6475, -3.5250000000035886, -3.533388064495842
6476, -3.524000000003589, -3.524242246878765
6477, -3.5230000000035897, -3.5150949540967775
6478, -3.5220000000035903, -3.50594619500766
6479, -3.521000000003591, -3.49679597846833
6480, -3.5200000000035914, -3.487644313334844
6481, -3.519000000003592, -3.478491208462373
6482, -3.5180000000035925, -3.469336672705214
6483, -3.517000000003593, -3.4601807149167714
6484, -3.5160000000035936, -3.451023343949554
6485, -3.515000000003594, -3.441864568655168
6486, -3.5140000000035947, -3.432704397884309
